min_point,launches_per_mission,ship_reuse_missions,clearing_price_m_per_t,n_missions,nre_b,per_mission_cost_b,conditional_revenue_per_mission_b,conditional_cashflow_per_mission_b,conditional_program_npv0_b,conjunction_posterior_uniform,expected_revenue_per_mission_b,conjunction_weighted_cashflow_b,conjunction_weighted_npv0_b
H2a_no_aerocapture,8,25,25,10,1.0,2.4259999999999997,1.051,-1.3749999999999998,-14.749999999999998,0.0016687499999999999,0.0017538562499999997,-2.4242461437499996,-25.242461437499998
H2a_no_aerocapture,8,25,25,10,3.0,2.4259999999999997,1.051,-1.3749999999999998,-16.75,0.0016687499999999999,0.0017538562499999997,-2.4242461437499996,-27.242461437499998
H2a_no_aerocapture,8,25,25,25,0.5,2.4259999999999997,1.051,-1.3749999999999998,-34.87499999999999,0.0016687499999999999,0.0017538562499999997,-2.4242461437499996,-61.10615359374999
H2a_no_aerocapture,8,25,25,25,1.0,2.4259999999999997,1.051,-1.3749999999999998,-35.37499999999999,0.0016687499999999999,0.0017538562499999997,-2.4242461437499996,-61.60615359374999
H2a_no_aerocapture,8,25,25,25,3.0,2.4259999999999997,1.051,-1.3749999999999998,-37.37499999999999,0.0016687499999999999,0.0017538562499999997,-2.4242461437499996,-63.60615359374999
H2a_no_aerocapture,8,25,25,50,0.5,2.4259999999999997,1.051,-1.3749999999999998,-69.24999999999999,0.0016687499999999999,0.0017538562499999997,-2.4242461437499996,-121.71230718749997
H2a_no_aerocapture,8,25,25,50,1.0,2.4259999999999997,1.051,-1.3749999999999998,-69.74999999999999,0.0016687499999999999,0.0017538562499999997,-2.4242461437499996,-122.21230718749997
H2a_no_aerocapture,8,25,25,50,3.0,2.4259999999999997,1.051,-1.3749999999999998,-71.74999999999999,0.0016687499999999999,0.0017538562499999997,-2.4242461437499996,-124.21230718749997
H2a_no_aerocapture,8,25,100,10,0.5,2.4259999999999997,4.204,1.778,17.28,0.0016687499999999999,0.007015424999999999,-2.4189845749999996,-24.689845749999996
H2a_no_aerocapture,8,25,100,10,1.0,2.4259999999999997,4.204,1.778,16.78,0.0016687499999999999,0.007015424999999999,-2.4189845749999996,-25.189845749999996
H2a_no_aerocapture,8,25,100,10,3.0,2.4259999999999997,4.204,1.778,14.780000000000001,0.0016687499999999999,0.007015424999999999,-2.4189845749999996,-27.189845749999996
H2a_no_aerocapture,8,25,100,25,0.5,2.4259999999999997,4.204,1.778,43.95,0.0016687499999999999,0.007015424999999999,-2.4189845749999996,-60.97461437499999
H2a_no_aerocapture,8,25,100,25,1.0,2.4259999999999997,4.204,1.778,43.45,0.0016687499999999999,0.007015424999999999,-2.4189845749999996,-61.47461437499999
H2a_no_aerocapture,8,25,100,25,3.0,2.4259999999999997,4.204,1.778,41.45,0.0016687499999999999,0.007015424999999999,-2.4189845749999996,-63.47461437499999
H2a_no_aerocapture,8,25,100,50,0.5,2.4259999999999997,4.204,1.778,88.4,0.0016687499999999999,0.007015424999999999,-2.4189845749999996,-121.44922874999997
H2a_no_aerocapture,8,25,100,50,1.0,2.4259999999999997,4.204,1.778,87.9,0.0016687499999999999,0.007015424999999999,-2.4189845749999996,-121.94922874999997
H2a_no_aerocapture,8,25,100,50,3.0,2.4259999999999997,4.204,1.778,85.9,0.0016687499999999999,0.007015424999999999,-2.4189845749999996,-123.94922874999997
